serial_number,model_type,Age,20_40,40_60,60_80,80_100,total_days,Latitude,Longitude,City
1207Q73752,19XR,2007,0.00665646,12.07149038,77.15502896,10.38074952,253,29.281596,47.9602518,FARWANIYA
1207Q73753,19XR,2007,0.021296986,36.51368331,62.33627942,1.128740283,253,29.281596,47.9602518,FARWANIYA
1207Q73863,19XR,2007,3.847648659,17.45044695,46.57986786,17.10066071,250,40.5846547,-98.3184685,Hastings 
1215Q24175,19XR,2015,1.616006156,61.78017186,35.84070796,0.69898679,165,22.9526576,88.5226886,NADIA
1215Q24176,19XR,2015,4.704580047,38.43918638,55.79078456,1.065449011,174,22.9526576,88.5226886,NADIA
1215Q24177,19XR,2015,0.220699268,42.47299338,54.72180276,2.538041584,163,22.9526576,88.5226886,NADIA
1219Q27464,19XR,2019,12.65967153,48.97354015,29.74452555,6.888686131,153,17.4186887,78.372885,Hyderabad
1219Q27465,19XR,2019,3.271327774,36.94676074,46.15137909,13.37395767,154,17.4186887,78.372885,Hyderabad
1222Q29014,19XR,2022,0,0,81.8815331,18.1184669,67,33.6648433,-111.9741402,Phoenix
1300Q68442,19XR,2000,0,60.78167116,38.67924528,0.404312668,190,14.0481268,100.8169307,Pathum thani
1301Q65068,19XR,2001,0,0,0,0,64,22.6483444,120.3262535,??
1304Q69232,19XR,2004,0,97.22222222,2.777777778,0,214,41.8185126,-88.0092474,Downers Grove
1307Q73952,19XR,2007,0,20.40343596,66.20982531,12.00656307,180,29.8247799,-94.9711324,Baytown
1307Q73953,19XR,2007,0.058599473,42.03047173,42.44066803,15.11866393,180,29.8247799,-94.9711324,Baytown
1307Q73954,19XR,2007,0,12.90040259,80.72816384,5.111150009,124,29.8247799,-94.9711324,Baytown
1315Q24178,19XR,2015,0.015572686,20.82068053,78.49412131,0.669625477,182,22.9526576,88.5226886,NADIA
1399J59348,19XR,1999,0,42.42424242,49.86225895,8.26446281,214,38.0407424,-84.491503,Lexington
1402Q66864,19XR,2002,32.46753247,64.28571429,0.324675325,0.324675325,41,40.8711487,-73.6225297,Glen Cove
1412Q21680,19XR,2012,10.94941095,72.46477246,9.457149457,7.087087087,252,25.1633458,55.4416234,Dubai
1500Q63713,19XR,2000,46.3672391,35.13870542,2.50990753,0.660501982,74,40.3364707,-75.9242772,Reading
1504Q69256,19XR,2004,0,15.74872816,79.47356779,5.485512055,193,27.8521096,-82.8184098,Seminole
1512Q21573,19XR,2012,0.109769484,5.159165752,52.79912184,41.05378705,252,10.7750325,106.7060088,Ho Chi Minh
1512Q21574,19XR,2012,0.026716538,2.324338766,35.53299492,56.42532728,252,10.7750325,106.7060088,Ho Chi Minh
1512Q21575,19XR,2012,0.038008362,3.72481946,48.91676169,45.72405929,252,10.7750325,106.7060088,Ho Chi Minh
1512Q21603,19XR,2012,31.39164009,46.38240725,16.61910358,1.175088132,252,19.1551241,72.8534431,Mumbai
1512Q21604,19XR,2012,26.77907265,43.86312918,23.18373419,2.008430449,252,19.1551241,72.8534431,Mumbai
1512Q21605,19XR,2012,73.01431653,14.88527162,1.872916258,0.539321436,252,19.1551241,72.8534431,Mumbai
1512Q21635,19XR,2012,0,0,0,0,252,4.8963127,114.9208908,Brunei
1514Q23456,19XR,2014,1.67739213,24.43295706,49.72395119,23.96877308,252,22.8781917,72.4061733,Ahmedabad
1515Q24236,19XR,2015,3.168525975,81.25288798,15.13631263,0.442273417,149,25.089578,55.152872,Dubai
1599J59578,19XR,1999,0,4.347826087,69.56521739,0,163,39.9517429,-75.1602036,Philadelphia
1601Q6567,19XR,2001,0,0.047231875,11.48746668,78.78951452,252,19.0336413,72.8386709,Mumbai
1604Q69277,19XR,2004,0.042321076,36.78641964,37.8068278,23.82206339,251,22.5358642,114.0630042,???
1604Q69278,19XR,2004,0,3.092783505,60.34793814,35.07731959,251,22.5358642,114.0630042,???
1608Q75729,19XR,2008,0,5.370006549,76.14058066,18.48941279,253,10.7228245,106.6606769,Ho Chi Minh
1608Q75730,19XR,2008,0.162284972,4.965920156,53.45666991,41.39889646,253,10.7228245,106.6606769,Ho Chi Minh
1608Q75731,19XR,2008,0.039401103,25.89965852,68.2952456,5.752561072,253,10.7228245,106.6606769,Ho Chi Minh
1612Q21681,19XR,2012,38.37951228,47.40407307,8.849750896,5.32296128,252,25.1633458,55.4416234,Dubai
1612Q21682,19XR,2012,42.59029877,46.42025467,6.510429569,4.47406233,252,25.1633458,55.4416234,Dubai
1615Q24302,19XR,2015,7.412944394,54.19143118,31.87602552,5.775752051,252,22.8781917,72.4061733,Ahmedabad
1615Q24303,19XR,2015,1.479937467,50.97446587,44.91922876,2.532569046,252,22.8781917,72.4061733,Ahmedabad
1698J57997,19XR,1998,0,0,0,0,59,40.3364707,-75.9242772,Reading
1699J56125,19XR,1999,0,0.680098923,99.27625836,0.043642712,207,40.7221643,-73.6045119,Uniondale
1699J59579,19XR,1999,0,43.54520332,47.96683774,7.658902487,163,39.9517429,-75.1602036,Philadelphia
1708Q75485,19XR,2008,0.006489714,23.01901486,63.24226102,13.62839899,253,29.281596,47.9602518,FARWANIYA
1717Q25850,19XR,2017,0,0,0,0,252,24.8762537,55.1296746,Dubai
1717Q25851,19XR,2017,4.760256188,93.40488143,1.644452138,0.121170158,252,24.8762537,55.1296746,Dubai
180201075,19XR,,0,1.547564861,5.917159763,92.48975876,251,21.229239,110.398637,???
180201093,19XR,,0,0,0,0,251,21.229239,110.398637,???
180201094,19XR,,0,0,0,0,251,21.229239,110.398637,???
180403158,19XR,,0,0,75,25,107,22.5430778,114.0978212,???
180403249,19XR,,0,4.232804233,58.2010582,37.56613757,107,22.5430778,114.0978212,???
180403282,19XR,,0,0,0,0,107,22.5430778,114.0978212,???
180503917,19XR,,0,2.927580894,87.05701079,10.01540832,251,24.9086993,118.5866143,???
180504349,19XR,,0.29455081,27.54050074,60.38291605,11.7820324,251,34.7498743,113.6678122,???
180605146,19XR,,0,2.342081697,77.68133912,19.94902528,253,3.0737188,101.5861775,Selangor
180706040,19XR,,0.750402001,38.52956941,34.80435948,24.44166518,252,27.8356415,113.1716479,???
180806594,19XR,,19.05861969,68.20675715,12.27259602,0.115506786,251,31.8101291,119.9743668,???
180806757,19XR,,0,0,0,0,19,32.3043999,118.31601,???
180807207,19XR,,3.652968037,54.33789954,41.55251142,0.456621005,148,43.8927702,125.3242738,???
180807235,19XR,,17.23163842,78.95480226,2.048022599,1.765536723,132,43.8927702,125.3242738,???
180907866,19XR,,0,0,0,0,165,37.823305,112.5704381,???
180907867,19XR,,0,31.61004431,57.6070901,10.78286558,253,37.823305,112.5704381,???
180907868,19XR,,7.066381156,83.29764454,3.211991435,6.423982869,247,37.823305,112.5704381,???
181008157,19XR,,0,0,0,0,8,-6.209024,106.8183992,Jakarta Pusat
181008158,19XR,,0,0.930232558,91.1627907,7.906976744,8,-6.209024,106.8183992,Jakarta Selatan
181008181,19XR,,0,0,0,0,2,30.6529439,104.0753134,???
181008182,19XR,,0,0,0,0,6,30.6529439,104.0753134,???
181108327,19XR,,0,63.94810009,24.00370714,11.95551437,251,34.2587964,117.1978841,???
181108511,19XR,,70,15.88235294,1.176470588,0,253,24.4795099,118.0894799,???
181108512,19XR,,80.37735849,12.0754717,0,0,253,24.4795099,118.0894799,???
1812Q21777,19XR,2012,0.07019783,1.269942565,53.0185067,45.59668156,251,-6.2248262,106.814501,Jakarta Selatan
1815Q24359,19XR,2015,2.795558459,49.62769432,37.38732854,10.08491182,139,19.1087247,72.8243382,Mumbai
189100182,19XR,,0,0,0,0,252,34.7498743,113.6678122,???
1897J56062,19XR,1997,97.4025974,2.597402597,0,0,68,34.062393,-118.306969,Los Angeles
1897J56063,19XR,1997,0,0,0,0,68,34.062393,-118.306969,Los Angeles
1899J59626,19XR,1999,1.426872771,97.8993262,0.277447483,0.356718193,251,24.441938,54.6500736,AUH
1899J59627,19XR,1999,0.021452322,97.74750617,2.209589188,0.021452322,251,24.441938,54.6500736,AUH
1899J59628,19XR,1999,0.046065966,58.22738161,40.29850746,1.42804496,251,24.441938,54.6500736,AUH
1901Q65603,19XR,2001,48.86717015,33.5406486,1.910262106,1.999111506,214,33.9471035,-118.3830054,Los Angeles
190200383,19XR,,0,76.41231188,20.97103532,2.609090222,158,5.387318,103.0933171,Terengganu
190200552,19XR,,0.325732899,4.234527687,40.30944625,54.39739414,253,34.2697103,108.8262294,???
190200553,19XR,,0.116211505,8.628704242,47.79198141,43.31783847,253,34.2697103,108.8262294,???
190300819,19XR,,0,0,0,0,252,31.2306852,121.4729345,???
190300932,19XR,,0,12.44255921,73.41816896,14.13927183,204,22.5904274,113.0795543,???
190401140,19XR,,1.098901099,57.14285714,40.65934066,1.098901099,245,22.9476899,113.36672,???
190401143,19XR,,0,92.94871795,3.846153846,3.205128205,245,22.9476899,113.36672,???
190602323,19XR,,0,0,0,0,22,31.3308632,120.9182238,??????
190602371,19XR,,0,71.32805629,11.87335092,16.79859279,137,43.8702707,125.2698479,???
190702386,19XR,,0,1.003276003,39.72153972,59.23423423,216,23.1813899,113.48067,???
190702388,19XR,,0,15.3188325,65.51403607,19.1299498,217,23.1813899,113.48067,???
190802942,19XR,,0,0,0,0,202,25.0478308,102.7198081,???
190803015,19XR,,0.265251989,29.17771883,55.1061008,15.31830239,203,25.0478308,102.7198081,???
190803016,19XR,,0.360576923,14.42307692,60.81730769,24.39903846,202,25.0478308,102.7198081,???
190803199,19XR,,22.87112561,24.95921697,24.50244698,24.14355628,252,19.1248346,72.8939035,Mumbai
190803200,19XR,,10.2619433,30.38422346,40.47233711,16.79554037,252,19.1248346,72.8939035,Mumbai
190803215,19XR,,2.144950706,14.14868106,55.75539568,23.64774847,150,19.1248346,72.8939035,Mumbai
190803217,19XR,,0,10.35947712,63.28976035,25.93681917,252,11.3254024,106.477017,BINH DUONG
190903270,19XR,,0.313370474,2.495357474,47.80640669,38.96239554,252,11.3254024,106.477017,BINH DUONG
190903288,19XR,,0.148428012,3.022534071,19.47105654,71.2319525,252,11.3254024,106.477017,BINH DUONG
190903471,19XR,,0,5.506289957,56.01154877,38.44091565,149,34.2697103,108.8262294,???
190903506,19XR,,0,25,75,0,253,39.83068,116.31343,??
190903521,19XR,,0.125313283,6.766917293,76.56641604,15.78947368,150,34.2697103,108.8262294,???
190903524,19XR,,45.63631451,48.93272089,2.080518779,2.593893542,233,39.83068,116.31343,??
190903557A,19XR,1957,0.317965024,3.577106518,50.87440382,42.92527822,149,34.2697103,108.8262294,???
190903616,19XR,,0,0,0,0,213,25.4913699,119.7801,???
190903619,19XR,,0,0,0,0,214,25.4913699,119.7801,???
190903620,19XR,,0,0,0,0,213,25.4913699,119.7801,???
190903669,19XR,,0.090456807,18.09136137,41.11261872,32.56445047,253,34.2697103,108.8262294,???
190903707,19XR,,0,0,0,0,0,34.2697103,108.8262294,???
191003802,19XR,,0,70.72701852,29.15064663,0.122334848,253,32.8531728,120.3199983,??????
191003829,19XR,,0,0,0,0,0,32.8531728,120.3199983,??????
191104138,19XR,,0,0,0,0,0,41.0102199,117.93632,???
191104150,19XR,,0,0,0,0,0,41.0102199,117.93632,???
191104187,19XR,,0,0,0,0,0,41.0102199,117.93632,???
191104325,19XR,,0,0,0,0,185,13.0336426,80.1610175,chennai
191104355,19XR,,0,0,0,0,185,13.0336426,80.1610175,chennai
191204659,19XR,,0,0,0,0,159,34.2587964,117.1978841,???
191204845,19XR,,0.115718419,3.105110897,51.2632594,45.28447445,239,34.3527413,108.7261561,???
191204846,19XR,,0.068744271,1.351970669,14.32172319,84.25756187,253,34.3527413,108.7261561,???
191204848,19XR,,0.127064803,12.24057603,17.49258789,70.13977128,253,34.3527413,108.7261561,???
1913Q22565,19XR,2013,0,14.38671995,45.98831848,39.91187622,214,41.6091591,-87.1260216,Chesterton
1913Q22566,19XR,2013,0.009538344,23.17817627,58.24112934,18.71423121,214,41.6091591,-87.1260216,Chesterton
19XR4H1131,19XR,2019,0.081499593,60.79869601,37.97881011,1.62999185,251,31.237024,121.423658,???
19XR4H1132,19XR,2019,0.270148582,40.11706439,56.77622692,2.701485817,251,31.237024,121.423658,???
19XRPIC3,19XR,2019,0,0,0,0,0,17.4416273,78.391045,Hyderabad
200100143,19XR,,0.907965332,2.723895997,22.94676021,70.90383822,106,22.5430778,114.0978212,???
200100156,19XR,,5.882352941,41.17647059,35.29411765,17.64705882,109,22.5430778,114.0978212,???
200100157,19XR,,0.527704485,1.055408971,39.31398417,59.10290237,59,22.5430778,114.0978212,???
200100251,19XR,,0.110172604,38.3767903,54.92104297,6.573632024,179,13.7937663,100.5497095,Bangkok
200100281,19XR,,0.202681634,15.76239476,67.91393826,16.12098534,231,13.7937663,100.5497095,Bangkok
200300458,19XR,,0.238751904,12.09401885,29.55172272,57.96319928,240,28.683651,115.8583305,???
200300540,19XR,,0,93.21863545,6.78136455,0,62,31.7398738,119.6413818,???
200300573,19XR,,0,0,0,0,62,31.7398738,119.6413818,???
200300759,19XR,,0.02354049,10.78154426,78.16227244,10.93063402,243,17.411657,78.3917702,Hyderabad
200300840,19XR,,0,0,0,0,245,28.0872252,112.9985469,???
200300845,19XR,,0,0,0,0,211,28.0872252,112.9985469,???
2003Q68041,19XR,2003,0.151095442,15.23545706,51.7250063,14.1526064,214,41.4211922,-97.2889955,Columbus
2003Q68042,19XR,2003,0,8.382476832,35.93091828,55.86913788,214,41.4211922,-97.2889955, Columbus
200401113,19XR,,0.125533517,60.03012804,36.07833291,3.766005523,113,13.5043389,100.9977028,Bang pakong
200401156,19XR,,0.13986014,5.104895105,82.0979021,12.65734266,113,13.5043389,100.9977028,Bang pakong
200401253,19XR,,1.851851852,16.66666667,74.07407407,0,170,22.3061116,114.2132297,Kai Tak
200401291,19XR,,0.662251656,3.311258278,85.43046358,10.59602649,253,37.5288199,122.07079,???
200401308,19XR,,2.666666667,53.33333333,26.66666667,17.33333333,239,37.5288199,122.07079,???
200401352,19XR,,33.91341256,29.24448217,30.43293718,6.069609508,242,37.5288199,122.07079,???
200401372,19XR,,0,0.470957614,33.75196232,65.77708006,229,22.543096,114.057865,???
200501392,19XR,,0,0,0,0,213,22.543096,114.057865,???
200501411,19XR,,0.763358779,32.4874127,29.83189865,36.70618808,252,22.543096,114.057865,???
200501475,19XR,,0,0,0,0,36,37.464424,121.4478583,???
200501476,19XR,,0,0,0,0,36,37.464424,121.4478583,???
200501481,19XR,,0,0,0,0,106,41.7994969,123.3545449,???
200501683,19XR,,0,0,0,0,237,31.0265117,121.3728238,???
200501718,19XR,,33.33333333,0,33.33333333,33.33333333,209,32.0178309,120.2684057,???
200501752,19XR,,0.081234768,10.80422421,32.41267262,56.7018684,212,32.0178309,120.2684057,???
200501785,19XR,,5.757832345,44.79254869,30.67315834,18.2684166,211,32.0178309,120.2684057,???
200601827,19XR,,0.231362468,43.11053985,46.01542416,10.61696658,253,26.0912899,119.299,???
200601841,19XR,,0.243013366,4.738760632,60.02430134,34.93317132,253,26.0912899,119.299,???
200601856,19XR,,2.087912088,50.49450549,21.15384615,24.50549451,253,26.0912899,119.299,???
200601874,19XR,,0,33.33333333,33.33333333,33.33333333,253,28.0872252,112.9985469,???
200602102,19XR,,0,9.687034277,54.09836066,36.21460507,252,28.033999,120.86089,??????
200602142,19XR,,0.064422612,9.760025769,29.50555645,60.5572556,253,22.5877998,113.923907,???
200602163,19XR,,0.245941958,9.444171176,46.5322184,43.48253812,94,22.5877998,113.923907,???
200602164,19XR,,0.052273915,3.763721903,29.58703607,66.5446942,252,22.5430778,114.0978212,???
200602178,19XR,,0.056353903,1.22569738,25.23245985,73.45731192,128,22.5430778,114.0978212,???
200602189,19XR,,0.570926658,27.53623188,31.84014054,38.55950812,253,22.5877998,113.923907,???
200602208,19XR,,0,0.610961366,83.16262354,16.19047619,239,3.5876746,98.6910106,Sumatera Utara
200602222,19XR,,0,33.33333333,50,16.66666667,183,22.3061116,114.2132297,Kai Tak
2006Q72722,19XR,2006,0,13.7031132,70.1392968,16.15759,251,29.3472451,47.9160209,ALRAI SHUWAIKH
200702301,19XR,,4.761904762,33.33333333,28.57142857,33.33333333,192,22.3061116,114.2132297,Kai Tak
200702496,19XR,,0,0,0,0,222,29.3038181,119.3366501,??????
200702583,19XR,,0,0,0,0,222,29.3038181,119.3366501,??????
200702623,19XR,,3.180542563,54.72404116,38.16651076,3.74181478,253,28.683651,115.8583305,???
200702639,19XR,,0.34965035,27.62237762,63.98601399,8.041958042,234,28.683651,115.8583305,???
2007Q74145,19XR,2007,0.198085177,19.06569825,32.70056124,48.00264114,201,28.5124389,77.1370115,Delhi
2007Q74146,19XR,2007,0.127425189,20.74564288,42.49424531,36.5998027,227,28.5124389,77.1370115,Delhi
200802898,19XR,,0.027889215,13.45976444,58.94063888,27.14693326,247,13.9041106,101.5771068,Prachin buri
200802965,19XR,,0.056665868,4.855828956,64.89549506,29.36599612,247,13.9041106,101.5771068,Prachin buri
200803032,19XR,,0.016340759,4.578136064,58.17310311,36.06677924,247,13.9041106,101.5771068,Prachin buri
200903192,19XR,,5.882352941,43.1372549,41.17647059,0,183,22.3061116,114.2132297,Kai Tak
200903226,19XR,,1.538461538,30.76923077,56.92307692,4.615384615,192,22.3061116,114.2132297,Kai Tak
200903304,19XR,,2.614379085,91.59663866,5.22875817,0.56022409,243,22.5430778,114.0978212,???
200903337,19XR,,0.064226076,28.32369942,69.68529223,1.926782274,253,34.2697103,108.8262294,???
200903374,19XR,,0,4.807692308,0.961538462,94.23076923,253,34.2697103,108.8262294,???
200903390,19XR,,4.148278906,57.72285966,32.30361871,5.736981465,151,23.1290799,113.26436,???
200903397,19XR,,6.379855465,33.55352304,52.68744354,7.017841012,197,14.2524816,100.7323332,Ayutthaya
200903422,19XR,,10.92783505,37.5257732,43.36769759,8.109965636,152,23.1290799,113.26436,???
200903423,19XR,,0.953540272,48.16392777,48.7725705,2.109961453,150,23.1290799,113.26436,???
200903444,19XR,,0,0.446903597,78.45286231,21.04703128,149,23.1290799,113.26436,???
200903447,19XR,,18.0756396,36.40464714,22.89581016,21.06661723,197,14.2524816,100.7323332,Ayutthaya
200903448,19XR,,3.58987278,36.54112609,35.0547928,23.2019146,197,14.2524816,100.7323332,Ayutthaya
200903464,19XR,,0,2.61627907,85.87209302,11.51162791,150,23.1290799,113.26436,???
200903567,19XR,,0,0,0,0,150,23.1290799,113.26436,???
200903568,19XR,,0,4.347826087,95.65217391,0,155,23.1290799,113.26436,???
200903584,19XR,,0,0,0,0,0,23.1290799,113.26436,???
200903607,19XR,,0,0,0,0,149,29.51969,113.23615,???
200903608,19XR,,0,0,0,0,253,29.51969,113.23615,???
201003758,19XR,,0,7.447216891,21.80422265,70.63339731,251,22.5430778,114.0978212,???
201003770,19XR,,8.863868987,46.86796315,31.08495394,12.77379734,249,22.5430778,114.0978212,???
201003771,19XR,,0.030066146,1.864101022,44.07696933,54.0288635,246,22.5430778,114.0978212,???
201003860,19XR,,0.81799591,27.60736196,58.48670757,12.88343558,83,31.265866,121.611384,???
201003893,19XR,,0,0,0,0,237,30.1905399,105.8395199,???
201003907,19XR,,0.0032885,0.805682528,0.670854023,90.22657766,253,-6.1887079,106.7331391,Jakarta Barat
201003908,19XR,,0.152563059,0.742473556,1.037428804,86.75752644,253,-6.1887079,106.7331391,Jakarta Barat
201003925,19XR,,0,11.01739589,62.46705324,23.03637322,219,30.2734437,120.155262,???
201104108,19XR,,1.019887812,31.87149414,61.09127996,5.81336053,236,24.5129055,117.6619233,???
201104126,19XR,,13.74754006,69.77790273,7.365757661,7.309530503,138,24.5129055,117.6619233,???
201104129,19XR,,0,0,0,0,163,24.5129055,117.6619233,???
201104130,19XR,,0.20661157,63.01652893,34.7107438,2.066115702,243,38.2784378,109.7347325,???
201104143,19XR,,0,47.05438066,30.06042296,22.88519637,243,38.2784378,109.7347325,???
201104183,19XR,,0,55.53470919,40.24390244,4.221388368,253,38.2784378,109.7347325,???
201104233,19XR,,33.13903652,64.20366878,2.228698783,0.274301389,39,28.2309749,117.0308301,???
201104235,19XR,,17.24417427,78.03444782,3.627152989,1.094224924,43,28.2309749,117.0308301,???
201104346,19XR,,0.11181332,11.11327175,60.96742829,27.80748663,195,37.464424,121.4478583,???
201104485,19XR,,24.78991597,43.27731092,30.04201681,0.210084034,232,39.0778999,117.22901,???
201104486,19XR,,5.070993915,68.15415822,25.76064909,0.60851927,252,39.0778999,117.22901,???
201204558,19XR,,0,0,0,0,223,39.0778999,117.22901,???
201204588,19XR,,0.01715462,1.612534309,79.23147301,19.13883806,238,33.3785899,120.16745,???
201204614,19XR,,0,1.730834178,74.89868288,23.37048294,202,33.3785899,120.16745,???
201204659,19XR,,0,1.678347473,25.69162671,72.13205459,189,3.1578765,101.7143787,Lumpur
201204662,19XR,,0,2.911423637,54.68788552,36.71354552,189,3.1578765,101.7143787,Lumpur
201204727,19XR,,0.060222824,9.274314965,63.0532972,27.61216501,253,26.0912899,119.299,???
201204742,19XR,,0.455580866,12.90812453,48.21564161,38.420653,225,26.0912899,119.299,???
201204743,19XR,,0.332340133,7.242722897,54.82466193,37.60027504,253,26.0912899,119.299,???
201204748,19XR,,0.912408759,11.92214112,66.78832117,20.13381995,253,26.0912899,119.299,???
201204765,19XR,,0,0.139470014,28.41701534,71.44351464,238,33.3785899,120.16745,???
201204819,19XR,,0.007431077,2.860964554,85.31619232,11.81541205,236,33.3785899,120.16745,???
201204835,19XR,,0.030554565,0.916636961,82.06447013,16.96796863,239,33.3785899,120.16745,???
201204854,19XR,,0.017252534,5.650204874,62.85098124,31.48156135,235,33.3785899,120.16745,???
201204879,19XR,,1.846015308,18.5614588,73.46915804,6.112111661,185,25.0478308,102.7198081,???
201204882,19XR,,13.89934149,11.31232361,73.76528692,1.023047977,253,25.0478308,102.7198081,???
2013Q22657,19XR,2013,0,0.432220039,4.112639162,95.44204322,251,-6.2248262,106.814501,Jakarta Selatan
2013Q22658,19XR,2013,0.040474906,0.607123583,27.5701565,71.76875337,251,-6.2248262,106.814501,Jakarta Selatan
2014R4N044,19XR,2014,1.038867992,32.70643023,50.35823034,15.61884292,252,21.005002,105.8040613,Ha Noi
2022082506,19XR,,0.120336943,0.601684717,20.2166065,79.06137184,253,30.5817795,114.2773765,??? ???
2022082507,19XR,,0.406091371,89.54314721,6.294416244,3.756345178,253,30.5817795,114.2773765,??? ???
210100022,19XR,,0,4.436734091,76.80126975,18.76199616,221,33.3785899,120.16745,???
210100116,19XR,,0,1.593625498,7.96812749,90.43824701,252,34.3527413,108.7261561,???
210100125,19XR,,100,0,0,0,242,34.3527413,108.7261561,???
210100149,19XR,,0.382978723,8.957446809,62.76595745,27.70212766,249,34.3527413,108.7261561,???
210100167,19XR,,0.291195615,94.03905447,5.318602261,0.334018499,149,17.4000781,78.3880011,Hyderabad
210100168,19XR,,0.219538968,96.33369923,3.315038419,0.131723381,149,17.4000781,78.3880011,Hyderabad
210100209,19XR,,17.53562355,66.7623992,12.43234287,2.717331271,253,30.9566139,76.8240021,Solan
210100270,19XR,,19.28546036,53.96373978,21.56061145,3.270529684,216,30.5930872,114.305172,???
210100303,19XR,,8.875739645,40.82840237,34.9112426,15.38461538,215,30.5930872,114.305172,???
210100333,19XR,,5.129053607,73.21861902,18.18883741,3.408338848,215,30.5930872,114.305172,???
210100338,19XR,,0,100,0,0,215,22.3061116,114.2132297,Kai Tak
210100355,19XR,,10.91298146,41.22681883,32.0256776,14.40798859,215,30.5930872,114.305172,???
210100369,19XR,,12.77398752,66.00377413,17.75293947,3.411235303,215,30.5930872,114.305172,???
210100374,19XR,,34.05889885,54.2893726,9.37900128,1.120358515,215,30.5930872,114.305172,???
210100389,19XR,,11.66514181,70.21957914,14.77584629,3.247941446,215,30.5930872,114.305172,???
210100393,19XR,,0.386745188,0.852597346,53.107146,45.51287686,240,33.3785899,120.16745,???
210100434,19XR,,0.058866814,0.191317145,51.20676968,48.51361295,253,33.3785899,120.16745,???
210100438,19XR,,0,75,25,0,253,34.2697103,108.8262294,???
2101Q65611,19XR,2001,3.455986989,27.42427323,41.20756251,27.13966253,214,33.6254335,-111.9331991,Scottsdale
2101Q65612,19XR,2001,34.5251076,34.65710187,19.56958393,6.840746055,214,33.6254335,-111.9331991,Scottsdale
210200447,19XR,,0,2.094427964,41.23092319,56.66750063,253,33.3785899,120.16745,???
210200449,19XR,,0.052840159,2.48348745,63.93659181,33.42140026,247,30.6529439,104.0753134,???
210200450,19XR,,0,1.910988182,67.84008046,30.24893136,253,34.2697103,108.8262294,???
210200451,19XR,,0,0,0.71942446,99.28057554,253,34.2697103,108.8262294,???
210200457,19XR,,0.076200152,13.13182626,70.20574041,16.48463297,247,30.6529439,104.0753134,???
210200481,19XR,,0.052383447,2.14772132,32.42535359,64.79832373,245,25.7309799,119.36575,???
210200578,19XR,,0.660066007,14.38000943,30.22159359,54.6911834,248,25.7309799,119.36575,???
210200608,19XR,,66.66666667,14.01869159,6.853582555,0,180,42.8077699,122.98848,???
2102Q67022,19XR,2002,0,98.57594937,1.265822785,0.237341772,162,39.9478001,-75.153795,Philadelphia
2102Q67025,19XR,2002,0,4.545454545,93.63636364,1.818181818,252,39.921469,116.443107,???
2102Q67026,19XR,2002,1.525634203,29.74986695,57.53060138,11.12293773,252,39.921469,116.443107,???
2102Q67027,19XR,2002,0,16.48351648,65.68047337,17.83601014,252,39.921469,116.443107,???
210300692,19XR,,0,0,0,0,180,42.8077699,122.98848,???
210300693,19XR,,100,0,0,0,172,42.8077699,122.98848,???
210300956,19XR,,0.252397779,6.713780919,13.32660273,77.43563857,253,28.683651,115.8583305,???
210300973,19XR,,0,0,0,0,253,28.683651,115.8583305,???
210300975,19XR,,0.098167539,1.930628272,3.730366492,92.53926702,253,28.683651,115.8583305,???
210300993,19XR,,0.047915668,1.724964063,12.55390513,85.62529947,234,28.683651,115.8583305,???
210300995,19XR,,0,100,0,0,0,31.4171438,119.48383,???
210301035,19XR,,0.055509298,19.0674438,74.82653344,6.013507262,198,31.4171438,119.48383,???
210301036,19XR,,0.706713781,10.60070671,34.27561837,53.00353357,210,31.4171438,119.48383,???
2103Q68043,19XR,2003,12.2044241,32.87566743,15.02669718,4.805491991,92,41.4211922,-97.2889955,Columbus
210401190,19XR,,8.358755339,77.60829774,13.17876754,0.183038438,146,31.8101291,119.9743668,???
210401231,19XR,,45.72483784,36.76173924,16.02060768,1.132801589,248,30.7569848,120.773304,???
210401232,19XR,,0.004263847,44.96226496,41.35931437,13.66989298,248,30.7569848,120.773304,???
210401263,19XR,,1.58045977,46.55172414,44.25287356,7.327586207,119,18.5823006,73.7376281,Pune
210401269,19XR,,0.140056022,36.83473389,52.10084034,10.08403361,121,18.5823006,73.7376281,Pune
210401270,19XR,,1.992753623,50.54347826,25.54347826,21.73913043,119,18.5823006,73.7376281,Pune
210401374,19XR,,0.628930818,28.5115304,53.4591195,16.35220126,119,18.5823006,73.7376281,Pune
210401392,19XR,,95.38904899,0,0,0,3,29.3022999,120.051,???
210401397,19XR,,0,13.81381381,30.93093093,55.25525526,142,28.683651,115.8583305,???
210401416,19XR,,0,0,0,0,35,38.2784378,109.7347325,???
210401417,19XR,,0,0,0,0,67,38.2784378,109.7347325,???
210401418,19XR,,0,0,0,0,67,38.2784378,109.7347325,???
210401453,19XR,,0,0,0,0,209,38.2784378,109.7347325,???
210401454,19XR,,0,0,0,0,212,38.2784378,109.7347325,???
210401455,19XR,,0,0,0,0,253,38.2784378,109.7347325,???
210401463,19XR,,0,0,0,0,244,38.2784378,109.7347325,???
210401476,19XR,,0,0,0,0,240,38.2784378,109.7347325,???
210401477,19XR,,0,0,0,0,220,38.2784378,109.7347325,???
210401478,19XR,,0,0,0,0,253,38.2784378,109.7347325,???
210401479,19XR,,0,0,0,0,253,38.2784378,109.7347325,???
